,title,area,numberOfRooms,price,town,district
4175,BEYLKDÜZÜ YAKUPLU MERKEZDE SATILIK 2+1 95m2 DAİRE,95.0,2+1,1.420.000,Yakuplu,
4176,BEYLİKDÜZÜ BÜYÜKŞEHİR B MAHALLESİ SATILIK 5+1 DAİRE,185.0,5+1,3.250.000,Kavaklı,Büyükşehir Mh.
4177,"YENİ LÜKS PROJEDE 2+1,3+1,4+2 DUBLEKS DENİZ MANZARALI DAİRELER",167.0,4+2,7.090.250,Kavaklı,Sahil Mah.
4178,Beylikdüzü Gürpınar Da Satılık 2+1 2.Kat Ön Cephe Geniş Daire,120.0,2+1,2.189.000,Gürpınar,Dereağzı Mh.
4179,BEYLİKDÜZÜ KAVAKLI BEY 2023 EVLERİNDE 2+2 إطلالة بحرية رائعة,140.0,2+2,2.650.000,Kavaklı,Kavaklı Mh.
4180,Emlak Ofisinden Satılık Son 3 gün! Doğalgaz (Kombi) Ferah Hastalık Sebebiyle 2+1,90.0,2+1,2.299.000,Yakuplu,Marmara Mah.
4181,KELEPİR ACİL SATILIK DUBLEKS,200.0,4+2,2.550.000,Kavaklı,Kavaklı Mh.
4182,JEST DEN ALYA MERCAN DA EN PRESTİJLİ EN GENİŞ M2 ARAKAT 2+1,135.0,2+1,3.400.000,Kavaklı,Kavaklı Mh.
4183,BEYLİKDÜZÜ GÜRPINAR'DA BUTİK SİTE İÇİ 0.99'A UYGUN 2+1 ARAKAT !!,100.0,2+1,2.590.000,Gürpınar,Dereağzı Mh.
4184,"EMPTY,READY TO LIVE 1+1 FLAT FOR SALE in DEMIR COUNTRY",60.0,1+1,2.000.000,Kavaklı,Kavaklı Mh.
4185,BEYLİKDÜZÜ SİTE İÇİ DENİZ MANZARA ÇİFT BALKON 2+1 SATILIK DAİRE,135.0,2+1,2.200.000,Gürpınar,Dereağzı Mh.
4186,BEYLİKDÜZÜ PROJEDEN MARİNAYA 5DK MESAFE DENİZ MANZARALI DAİRELER,90.0,2+1,1.829.000,Kavaklı,Sahil Mah.
4187,5+2 SAHİBİNDEN DUBLEKS - LÜKS,230.0,5+2,3.900.000,Kavaklı,Kavaklı Mh.
4188,DENIZ ISTANBUL KALYON EVLERI 2+1 FULL DENIZ MANZARALI,118.0,2+1,6.050.000,Yakuplu,Marmara Mah.
4189,"B.DÜZÜ SONSUZ'DAN HAVUZLU, MARİNAYA 2 DK YÜRÜME MESAFESİNDE 3+1",155.0,3+1,2.349.900,Yakuplu,Marmara Mah.
4190,Adnan Kahveci Mah- Nursan Konaklarında Satılık Süper Lüks 2+1,112.0,2+1,4.250.000,Gürpınar,Adnan Kahveci Mah.
4191,SAHİBİNDEN SATILIK BARIŞ MAHALLESİNDE 3+1 DAİRE,149.0,3+1,3.280.000,Kavaklı,Barış Mh.
4192,BEYLİKDÜZÜ MERKEZİ KONUMDA KONFORLU GENİŞ 2+1 SATILIK DAİRE,110.0,2+1,2.080.000,Kavaklı,Kavaklı Mh.
4193,BEYLİKDÜZÜ GÜLPINARDA PİYASAYA İNAT KELEPİR DAİRE,65.0,1+1,1.080.000,Gürpınar,Gürpınar Mh.
4194,''BEYLİKDÜZÜ MARMARA MAHALLESİNDE FULL KONSEPT LÜKS SİTE'',185.0,3+1,5.820.000,Yakuplu,Marmara Mah.
4195,KANAL İSTANBUL PROJESİNE 10 DK 2+1 YÜKSEK GİRİŞ SATILIK DAİRE,75.0,2+1,879.000,Merkez,Beylikdüzü OSB
4196,MERKEZİ LOKASYONDA FULL KONSEPTLİ SATILIK 2+1 DAİRE,105.0,2+1,1.250.000,Kavaklı,Cumhuriyet Mah.
4197,HAYALLERİNİZİN HAYAT BULDUĞU YAŞAM ALANI BEYLİKDÜZÜN DE,180.0,3+2,3.200.000,Kavaklı,Kavaklı Mh.
4198,BEYLİKDÜZÜ SONSUZ GYO'DAN GENİŞ KULLANIMLI 3+1 ARAKAT DAİRE..,145.0,3+1,2.200.000,Kavaklı,Kavaklı Mh.
4199,BEYLİKDÜZÜ KAVAKLI SATILIK DAİRE 2+1 YAŞAM VADİYE 3 DAKİKA,80.0,2+1,1.570.000,Kavaklı,Kavaklı Mh.
4200,DERİN YAPI'DAN MARİNA VE YAŞAM VADİSİNE YAKIN VİLLA TADINDA 2+1,145.0,2+1,1.650.000,Kavaklı,Kavaklı Mh.
4201,ADNAN KAHVECİ 2+1 EBEVEYN BANYOLU BAHÇE KATI,100.0,2+1,2.370.000,Gürpınar,Adnan Kahveci Mah.
4202,Sahibinden satılık 3.kat 2+1 110m2 asansörlü krediye uygun,110.0,2+1,765.000,Merkez,Beylikdüzü OSB
4203,BEYLİKDÜZÜ KAVAKLI MERKEZDE 2+1 SİTE İÇERİSİNDE KAPALI OTOPARKLI,95.0,2+1,1.800.000,Kavaklı,Kavaklı Mh.
4204,BEYLİKDÜZÜ KAVAKLI MARMARADA SATILIK 4+2 180 M2 DUBLEKS DAİRE,180.0,4+2,3.550.000,Kavaklı,Kavaklı Mh.
4205,AİLE SİTESİNDE EMSALLERİNDEN UYGUN FİYATA KULLANIŞLI 3+1 DAİRE,145.0,3+1,2.100.000,Kavaklı,Kavaklı Mh.
4206,ADNAN KAHVECİ MAH 3+1 SiTE İÇİ GENİŞ FERAH SATILIk DAİRE,219.0,3+1,6.143.000,Gürpınar,Adnan Kahveci Mah.
4207,BEYLİKDÜZÜ VESA'DAN ULAŞIMA YAKIN MERKEZİ KONUMDA SATILIK DAİRE,105.0,1+1,549.000,Kavaklı,Cumhuriyet Mah.
4208,TURYAP'TAN ADNAN KAHVECİ PERLAVİSTA AVM YANINDA DENİZ MANZ. 3+1,160.0,3+1,2.299.000,Gürpınar,Adnan Kahveci Mah.
4209,GÜRPINAR 2+1 SIFIR YEMYEŞİL BAHÇE KATI,95.0,2+1,1.750.000,Gürpınar,Dereağzı Mh.
4210,REMAX MAKRO DAN KAVAKLI DA BAHÇE KATI SATILIK 2+1 DAİRE,96.0,2+1,1.375.000,Kavaklı,Kavaklı Mh.
4211,DERİN YAPI'DAN METROBÜSE YAKIN BAHÇE KULLANIMLI ŞIK 2+1,135.0,2+1,990.000,Yakuplu,
4212,"MİGROS ARKASI ARSA PAYI YÜKSEK , NOKTA BLOKTA 3+1",145.0,3+1,2.250.000,Kavaklı,Barış Mh.
4213,DERİN YAPI'DAN ADNAN KAHVECİ'DE SİTE İÇİ FULL KONSEPT 3+1 DAİRE,170.0,3+1,2.700.000,Gürpınar,Adnan Kahveci Mah.
4214,ÖNCÜ GRUP GÜVENCESİYLE ŞEHRİN MERKEZİNDE 2+1 ULTRA LÜKS DAİRE,100.0,2+1,1.700.000,Kavaklı,Cumhuriyet Mah.
4215,DORA PARK 6 SİTESİ SATILIK 4+1 (Yabancıya Satmıyorum),189.0,4+1,6.950.000,Gürpınar,Adnan Kahveci Mah.
4216,Kavaklı Mahallesi Gulf Park2 Projesinde Sıfır Satılık 2+1 Daire,110.0,2+1,2.335.000,Kavaklı,Kavaklı Mh.
4217,"3+2 Geniş teraslı, su depolu, asansörlü dublex daire",200.0,3+2,4.050.000,Kavaklı,Kavaklı Mh.
4218,KAVAKLININ EN GUZEL DAIRESİ SATIŞTA YETİŞEN ALIR,120.0,2+1,1.650.000,Kavaklı,Kavaklı Mh.
4219,KAVAKLININ EN GUZEL DAIRESİ SATIŞTA YETİŞEN ALIR,120.0,2+1,1.650.000,Kavaklı,Kavaklı Mh.
4220,"BEYLİKDÜZÜ ATLASMARİN'DEN %0,99 KREDİ İLE FIRSAT YENİ 2+1",100.0,2+1,1.749.000,Yakuplu,
4221,METROBÜSE YAKIN AİLE SİTESİNDE 6250 TL KİRACILI AÇIKLAMA OKUYUNZ,75.0,1+1,1.600.000,Kavaklı,Büyükşehir Mh.
4222,BEYLİKDÜZÜ METROBÜSE YÜRÜME MESAFESİNDE FULL TADİLATLI 3+1 DAİRE,165.0,3+1,2.938.000,Kavaklı,Barış Mh.
4223,BEYLİKDÜZÜ'NÜN EN MARKA PROJESİNDE LÜKS SİTE İÇİ SATILIK DAİRE,160.0,3+1,3.219.000,Kavaklı,Barış Mh.
4224,BU HAFTAYA ÖZEL SATILIK FIRSAT 1+1 BAHÇEKATI,80.0,1+1,639.000,Kavaklı,Cumhuriyet Mah.
4225,BEYLİKDÜZÜ YAKUPLU'DA 2+1 LÜX SATILIK DAİRE ERYAMAN'DA,110.0,2+1,615.000,Yakuplu,
4226,BEYLİKDÜZÜ ADNAN KAHVECİ'DE AİLE SİTESİNDE 2+1 SATILIK DAİRE..!,100.0,2+1,1.950.000,Gürpınar,Adnan Kahveci Mah.
4227,3+1 MEDIUM FLAT WITH BEST LOCATION IN YAKUPLU DISTRICT!,130.0,3+1,1.100.000,Yakuplu,
4228,Kavaklı da bahçe katı daire,80.0,2+1,1.570.000,Kavaklı,Kavaklı Mh.
4229,MERAL R2007 KENTSEL DÖNÜŞÜME UYGUN 2+1 100 M2,120.0,2+1,1.350.000,Yakuplu,
4230,MERKEZİ LOKASYON 2+1 ARAKAT,120.0,2+1,930.000,Kavaklı,Cumhuriyet Mah.
4231,Sahibinden Satılık Dublex,300.0,5+2,6.480.000,Gürpınar,Dereağzı Mh.
4232,Beylikdüzü Beykent Satılık Daire Adnan Kahveci Caddesi,95.0,2+1,1.700.000,Gürpınar,Adnan Kahveci Mah.
4233,BEYLİDÜZÜ ÖNCÜ GRUPTAN BÜYÜKŞEHİR MAHALLESİNDE SATILIK DAİRE,135.0,3+1,2.490.000,Kavaklı,Büyükşehir Mh.
4234,Beylikdüzü Yakupluda Metrobüse Yakın 1+1 75m2 Satılık Daire,95.0,1+1,1.550.000,Yakuplu,
4235,2+1 ebeveyn banyolu 110 m2,120.0,2+1,1.430.000,Yakuplu,
4236,BEYLİKDÜZÜ İHLAS MARMARA 4 EVLERİNDE 3.5+1 KELEPİR DAİRE,170.0,3.5+1,5.375.000,Kavaklı,Kavaklı Mh.
4237,Barış Mahallesi Beyaz City Full Krediye Uygun 2+1 Satılık Daire,135.0,2+1,3.600.000,Kavaklı,Barış Mh.
4238,ADNAN KAHVECİ MERKEZİ KUBİST DE SATILIK KÖŞE 2+1 RESİDANCE DAİRE,130.0,2+1,3.000.000,Gürpınar,Adnan Kahveci Mah.
4239,3+1 FULL TADİLATLI GENİŞ M2 DAİRE,160.0,3+1,3.350.000,Kavaklı,Barış Mh.
4240,BEYKENT AVENUE DE VATANDAŞLIĞA UYGUN SATILIK 4+1 PENTHOUSE,550.0,4+1,38.000.000,Gürpınar,Adnan Kahveci Mah.
4241,"YAKUPLU'DA 2+1 YENİ BİNA, ARA KAT, KREDİYE UYGUN SATILIK DAİRE",95.0,2+1,1.675.000,Yakuplu,
4242,BEYLİKDÜZÜ BUTİK KONSEPT LÜKS EMSALSİZ 5+2 DUBLEX,220.0,5+2,5.000.000,Kavaklı,Kavaklı Mh.
4243,BEYLİKDÜZÜ BAŞKENT YAPI'DAN METROBÜSE 13 DK SATILIK 2+1 DAİRE,125.0,2+1,1.245.000,Kavaklı,Cumhuriyet Mah.
4244,EMSALSİZ SİTE İÇERİSİNDE 3+1 DÜZ GİRİŞ BALKONLU DAİRE,140.0,3+1,3.050.000,Yakuplu,
4245,GEZGEN İNŞAAT'TAN EMSALLERİNİN ALTINDA 3+1 SATILIK DAİRE,130.0,3+1,1.720.000,Kavaklı,Kavaklı Mh.
4246,Beylikdüzü Kavaklı marinaya 2+1 Lebi derya 120m,135.0,2+1,2.800.000,Kavaklı,Sahil Mah.
4247,GÜRPINAR CUMA PAZARI CADDESİ ACİL SATILIK 3+1 DAİRE,165.0,3+1,2.630.000,Gürpınar,Gürpınar Mh.
4248,BEYLİKDÜZÜ MİGROS ARKASI YABANCIYA UYGUN 3+1 SATILIK DAİRE..!!,170.0,3+1,2.300.000,Kavaklı,Barış Mh.
4249,Marmara Mahallesi Oturum İznine Uygun 200 m2 4+1 Satılık Daire,200.0,4+1,2.900.000,Yakuplu,Marmara Mah.
4250,Sahibinden geniş 2+1 daire,120.0,2+1,2.950.000,Gürpınar,Adnan Kahveci Mah.
4251,BEYLİKDÜZÜ KAVAKLIDA BEYAZLAR İNŞAAT ŞEHRİ-BEYAZ 3 TE 1+1,110.0,1+1,1.800.000,Kavaklı,Kavaklı Mh.
4252,BEYLİKDÜZÜ ADNAN KAHVECİ`DE MERKEZİ KONUMDA 1+1 DAİRE,75.0,1+1,1.700.000,Gürpınar,Adnan Kahveci Mah.
4253,İHLAS MARMARA EVLERİ 2. KISIM 3.ADA D BLOK,150.0,3+1,4.700.000,Kavaklı,Kavaklı Mh.
4254,BEYLİKDÜZÜ DENİZE VE MERKEZE YAKIN ÖZEL TASARIMLI 3+1 FIRSATI,135.0,3+1,2.899.000,Gürpınar,Adnan Kahveci Mah.
4255,شقة للبيع العاجل سوبر ديلوكس يعقوبلو طابق مرتفع,115.0,2+1,1.100.000,Yakuplu,
4256,'RİVA YAPI' YAŞAM VADİSİN'DE 2+1 GENİŞ 100M2 DAİRE !!!,120.0,2+1,1.859.000,Kavaklı,Kavaklı Mh.
4257,BEYLİKDÜZÜ HANDECO YAPIDAN MERKEZİ KONUMDA 3+1 DAİRE...,145.0,3+1,945.000,Kavaklı,Cumhuriyet Mah.
4258,Beylikdüzü Adnan Kahveci'de Satılık 3+1 Daire,165.0,3+1,4.750.000,Gürpınar,Adnan Kahveci Mah.
4259,"BESS GRUP'TAN UYGUN FİYAT,UYGUN FAİZ ORANI 0.89!!",140.0,3+1,2.350.000,Gürpınar,Adnan Kahveci Mah.
4260,Beylikdüzü Kavaklı Da Satılık 3+1 Villa Tadında Geniş Bahçeli,140.0,3+1,2.450.000,Kavaklı,Kavaklı Mh.
4261,Beylikdüzü'nde 2+1 özel Bahçeli satılık daire 105m2,120.0,2+1,798.000,Merkez,Beylikdüzü OSB
4262,SAHİBİNDEN SATILIK 2+1 3.KAT 110M2 MEDİA MARKET ARKASI YENİ BİNA,110.0,2+1,725.000,Merkez,Beylikdüzü OSB
4263,Sahibinden satılık 3+1 site içi metrobüse 200 metre mesafe,145.0,3+1,2.375.000,Gürpınar,Adnan Kahveci Mah.
4264,SAHİBİNDEN B MAH.TADİLATLI A TİPİ 125 M2 SATILIK DAİRE,125.0,3+1,2.450.000,Kavaklı,Büyükşehir Mh.
4265,METROBÜS AVM 4DK ULTRA LÜKS SİTE FAİZSİZ 60 AY TAKSİT HEMEN TAPU,118.0,2+1,950.000,Kavaklı,Barış Mh.
4266,GÜRPINAR MAH. KAÇIRILMAZ FİYATA DUBLEX,130.0,2+1,1.380.000,Gürpınar,Gürpınar Mh.
4267,BEYLİKDÜZÜ KALEKENT SİTESİ 1. ETAP A3 EŞYALI 2+1 SATILIK DAİRE,110.0,2+1,3.325.000,Gürpınar,Adnan Kahveci Mah.
4268,REMAX ONUR DAN MAKYOL YAŞAM SATILIK 3+1,166.0,3+1,6.500.000,Kavaklı,Barış Mh.
4269,REMAX ONUR DAN MAKYOL YAŞAM SATILIK 3+1,166.0,3+1,6.500.000,Kavaklı,Barış Mh.
4270,ÖZYRTLAR N TOWERS & 1+1 84 M2 & GÜVENLİKLİ 895000 TL!!!!,84.0,1+1,895.000,Merkez,Beylikdüzü OSB
4271,Acill Satılık Dublex 5+2 Full Eşyalı,220.0,5+2,3.300.000,Yakuplu,
4272,BEYLİKDÜZÜ ŞEHRİ BEYAZ EVLERİNDE SATILIK 3+1 GENİŞ DAİRE,160.0,3+1,4.300.000,Kavaklı,Kavaklı Mh.
4273,BEYLİKDÜZÜ BARIŞ MAHALLESİNDE HAVUZLU LÜKS 2+1 SATILIK DAİRE,85.0,2+1,2.500.000,Kavaklı,Barış Mh.
4274,BAŞKENT YAPI'DAN BEYLİKDÜZÜ YAKUPLUDA TERASLI 2+1 SATILIK DAİRE,140.0,2+1,1.900.000,Yakuplu,
4275,ADNAN KAHVECDE VİSTA GARDEN SİTESİ PEYZAJ CEPHE 350m2 5+2 SATLIK,350.0,5+2,7.500.000,Gürpınar,Adnan Kahveci Mah.
4276,BEYLİKDÜZÜ EGE'DEN FAİZSİZ 60AY ELDEN TAKSİT HEMEN TAPU LÜX SİTE,118.0,2+1,950.000,Kavaklı,Cumhuriyet Mah.
4277,Beylikdüzü Yakuplu Da Satılık 2+1 1.Kat Metrobüse 5Dk Kelepir,100.0,2+1,1.489.000,Yakuplu,
4278,Demir Romance Satılık 3+1,160.0,3+1,4.500.000,Kavaklı,Cumhuriyet Mah.
4279,BEYLİKDÜZÜ ATLASMARİN'DEN ALYA'DA KAÇIRILMAYACAK LÜKS SİTE 2+1,125.0,2+1,2.900.000,Kavaklı,Kavaklı Mh.
4280,BEYLİKDÜZÜ YAKUPLU MAH. 1.KAT 2+1 100 M2 TERASI 20 M2 DAİRE,110.0,2+1,1.300.000,Yakuplu,
4281,YAKUPLUDA MUHTEŞEM KONUMDA SATILIK 4+1 DAİRE,244.0,4+1,2.900.000,Yakuplu,
4282,İKİ AYRİ DAİRE 3+2 Kat Mülkiyetli Yeni Bina,165.0,3+2,2.030.000,Yakuplu,
4283,BEYLİKDÜZÜ KAVAKLIDA ÇİFT TERASLI EMSALSİZ BÜYÜKLÜKTE 5+2 DUBLEX,320.0,5+2,2.850.000,Kavaklı,Kavaklı Mh.
4284,BEYLİKDÜZÜ'NÜN EN İYİ BUTİK SİTESİNDE GENİŞ 3+1 SATILIK DAİRE,165.0,3+1,4.000.000,Yakuplu,Marmara Mah.
4285,BEYLİKDÜZÜ WESTSİDE SATIŞ OFİSİNDEN 80 M2 TERASLI 4.KAT ÖZEL 3+1,240.0,3+1,6.300.000,Kavaklı,Barış Mh.
4286,BEYLİKDÜZÜ ATLASMARİN'DEN MARMARA'DA MARİNAYA KOMŞU SİTE 2+1,130.0,2+1,2.500.000,Yakuplu,Marmara Mah.
4287,BEYLİKDÜZÜ BARIŞ MAHALLESİNDE ADA 90 SİTESİNDE 3+1 160 M2 DAİRE,170.0,3+1,2.945.000,Kavaklı,Barış Mh.
4288,ACAR İNŞAATDAN 3+1 FIRSAT YATIRIMLIK DAİRE !!!!,130.0,3+1,1.699.000,Kavaklı,Kavaklı Mh.
4289,BEYLİKDÜZÜ OSB MERKEZİ KONUMDA 3+1 DAİRE KAÇIRILMİCAK FİYAT,130.0,3+1,1.200.000,Merkez,Beylikdüzü OSB
4290,ARES DEN ADNAN KAHVECİ MERKEZ DE SİTE İÇİ FULL CONSEPT DAİRE !,120.0,2+1,2.300.000,Gürpınar,Adnan Kahveci Mah.
4291,BEYLİKDÜZÜ YAKUPLU'DA 1+1 DAİRE,90.0,1+1,800.000,Yakuplu,
4292,Beylikdüzü Lüx Site'de_Metrobüs Dibinde_Bakımlı_2+1 125m,125.0,2+1,2.800.000,Yakuplu,
4293,BEYLİKDÜZÜ SATILIK LÜKS KAPALI OTOPARKLI 3+2 DUBLEKS,165.0,3+2,2.445.000,Gürpınar,Dereağzı Mh.
4294,beylikdüzü marmara mah.satılık 2+1 daire,100.0,2+1,2.125.000,Yakuplu,Marmara Mah.
4295,Beylikdüzü Adnan Kahveci Mahallesi Havuzlu 7+1 Satılık Daire,360.0,7+1,6.250.000,Gürpınar,Adnan Kahveci Mah.
4296,SAHİBİNDEN ACİL SATILIK SİTE İÇİNDE 3+1 SATILIK DAİRE,140.0,3+1,1.650.000,Kavaklı,Cumhuriyet Mah.
4297,BEYLİKDÜZÜ OSB MAH.SATILIK SİTEİÇİ HAFTASONUNA ÖZEL FIRSAT DAİRE,125.0,2+1,490.000,Merkez,Beylikdüzü OSB
4298,NEZİH BUTİK SİTE İÇERİSİNDE ŞIK DEKORLU DAİRE,130.0,2+1,2.499.999,Gürpınar,Adnan Kahveci Mah.
4299,SAHİBİNDEN ACİL SATILIK SİTE İÇİNDE FULL KREDİLİ 2+1 DAİRE,125.0,2+1,1.425.000,Kavaklı,Cumhuriyet Mah.
4300,MARMARA GYO SATIŞ OFİSİ İSTHANBUL EVLERİ 1+1 2+1 3+1 KELEPİR,80.0,1+1,1.965.000,Kavaklı,Cumhuriyet Mah.
4301,BESS GRUPTAN MARİNAYA YAKIN YAŞAM KALİTESİ ARTTIRAN LÜKS DAİRELR,120.0,2+1,2.299.000,Yakuplu,Marmara Mah.
4302,"ALYANS YAPI'DAN MERKEZDE,LÜX FERAH VE CEP YAKMAYAN LÜX DAİRELER",115.0,2+1,870.000,Merkez,Beylikdüzü OSB
4303,Sahibinden B Mah. Ara Kat 3+1 İçi Tadilatli Güney Cephe Daire,120.0,3+1,2.230.000,Kavaklı,Büyükşehir Mh.
4304,Beylikdüzü Marmara park arkası 1.kat 2+1 daire,110.0,2+1,865.000,Merkez,Beylikdüzü OSB
4305,Beylikdüzü'nde sahibinden satılık 2+1 yüksek giriş,95.0,2+1,1.225.000,Yakuplu,
4306,BEYLİKDÜZÜ KAVAKLI'DA 4+2 DUBLEKS 185M2 SIFIR DAİRE 3.300.000 TL,185.0,4+2,3.300.000,Kavaklı,Kavaklı Mh.
4307,"BEYLİKDÜZÜ SAHİL MAHALLESİNDE 3+1, 130M2 SIFIR DAİRE 2.500.000TL",130.0,3+1,2.500.000,Kavaklı,Sahil Mah.
4308,HAYALLERİNİZİN HAYAT BULDUĞU YAŞAM ALANI BEYLİKDÜZÜN DE,145.0,3+1,3.179.000,Gürpınar,Gürpınar Mh.
4309,Küre İRFAN da BEYLİKDÜZÜ SİTE İÇERİSİNDE GÜZEL 2+1 SATILIK DAİRE,125.0,2+1,3.050.000,Gürpınar,Adnan Kahveci Mah.
4310,BEYLİKDÜZÜ MEHAL YAPIDAN OTURUMA UYGUN FIRSAT 2+1 DAİRELER !!!,110.0,2+1,1.600.000,Kavaklı,Cumhuriyet Mah.
4311,BEYLİKDÜZÜ CUMHURİYET'TE SATILIK 1+1 DAİREMİZ!!!,95.0,1+1,698.000,Kavaklı,Cumhuriyet Mah.
4312,BEYLİKDÜZÜ YEŞİLKENT SİTESİ YENİLENMİŞ MASRAFSIZ 3+1=170M2 BOŞ,170.0,3+1,3.100.000,Gürpınar,Adnan Kahveci Mah.
4313,POLATLAR- FULL KREDİ İMKANLI & İKAMET İZNİNE UYGUN 2+1 ARAKAT,105.0,2+1,1.269.000,Kavaklı,Kavaklı Mh.
4314,ROYALMAX'DAN FIRSAT ANA CADDE YAKINI 5.KAT 4+2 220 m² DUBLEKS,220.0,4+2,2.600.000,Kavaklı,Kavaklı Mh.
4315,Bölgenin En İyi Arakat 3+1 Satılık Dairesi,150.0,3+1,1.479.000,Yakuplu,
4316,ALAZ YAPI'DAN YATIRIMA UYGUN 5000TL KİRA GARANTİLİ 120M2/2+1,120.0,2+1,539.000,Kavaklı,Cumhuriyet Mah.
4317,BEYLİKDÜZÜ FIRSAT YENİ SIFIR 2+1 ÜSTELİK 5000TL KİRA GARANTİLİ,110.0,2+1,870.000,Merkez,Beylikdüzü OSB
4318,BEYLİKDÜZÜ FIRSAT YENİ SIFIR 2+1 ÜSTELİK 5000TL KİRA GARANTİLİ,110.0,2+1,870.000,Merkez,Beylikdüzü OSB
4319,ADNANKAHVECİ MERKEZE YAKIN KREDİYE UYGUN LÜX 3+1 SATILIK DAİRE,150.0,3+1,3.399.000,Gürpınar,Adnan Kahveci Mah.
4320,KAVAKLI MERKEZ'DE ACİL SATILIK BAĞIMSIZ DUBLEKS 4+2 DAİRE,250.0,4+2,3.050.000,Kavaklı,Kavaklı Mh.
4321,BEYLİKDÜZÜ-KAVAKLI YENİ SIFIR PROJEDE SATILIK KELEPİR 3+1 DAİRE,180.0,3+1,6.250.000,Kavaklı,Kavaklı Mh.
4322,ASLAN RESİDENCE MİGROS ARKASI BALKONLU SATILIK 1+1 DAİRELER,90.0,1+1,2.150.000,Kavaklı,Barış Mh.
4323,AKÇAY YAPI'DAN BUTİK SİTE İÇERİSİNDE 2+1 LÜX DAİRE,130.0,2+1,2.547.000,Gürpınar,Adnan Kahveci Mah.
4324,LİV MARMARA 1+1 EN UYGUN FİYAT 1.280.000 TL!!,65.0,1+1,1.280.000,Yakuplu,
4325,'RİVA YAPI' SİTE İÇİ 3+1 FERAH 135M2 LÜX DAİRE!!!,150.0,3+1,2.549.000,Gürpınar,Adnan Kahveci Mah.
4326,BEYLİKDÜZÜ METRO GRUP FARKIYLA,120.0,2+1,970.000,Kavaklı,Cumhuriyet Mah.
4327,GENİŞ AİLELERE ÖZEL ULTRA GENİŞ VE ŞIK TASARIMLI 2+1 DAİRE,125.0,2+1,1.500.000,Gürpınar,Adnan Kahveci Mah.
4328,BEYLİKDÜZÜ MARİNAYA YÜRÜME MESAFESİNDE BUTİK SİTEDE 1+1 DAİRE,85.0,1+1,1.369.000,Kavaklı,Kavaklı Mh.
4329,BEYLİKDÜZÜNDE SIFIR CADDE ÜZERİ SATILIK ASANSÖRLÜ 2+1 ARAKAT !!,115.0,2+1,1.849.000,Gürpınar,Dereağzı Mh.
4330,Beylikdüzü Camellia evleri ebeveyn banyolu 2+1,100.0,2+1,2.000.000,Gürpınar,Dereağzı Mh.
4331,B.DÜZÜ SONSUZ'DAN ALTERNATİFİ OLMAYAN GENİŞ KULLANIMLI 5+2..,270.0,5+2,2.300.000,Yakuplu,
4332,Vista Gardenda Vatandaşlığa Uygun Satılık Eşyalı 3+1,175.0,3+1,5.850.000,Gürpınar,Adnan Kahveci Mah.
4333,BEYLİKDÜZÜ CUMHURİYETTE 1+1 SATILIK KELEPİR DAİRE...,90.0,1+1,660.000,Kavaklı,Cumhuriyet Mah.
4334,FLAT FOR SALE IN BEYLIKDUZUN CENTRAL LOCATION YAKUPLU,115.0,2+1,985.000,Yakuplu,
4335,Wonderful 3+1 Apartment in Beylikduzu *TURKISH CITIZENSHIP,183.0,3+1,7.750.000,Kavaklı,Cumhuriyet Mah.
4336,BEYLİKDÜZÜ KAVAKLI KONAKLARINDA SATILIK 3+1 PEYZAJ CEPHE,177.0,3+1,4.250.000,Kavaklı,Kavaklı Mh.
4337,"KAVAKLI KONAKLARI, 248 M² 3+1 (93 M² TERAS) (VİDEOLU)",248.0,3+1,4.375.000,Kavaklı,Kavaklı Mh.
4338,"BEYLİKDÜZÜ YEŞİLKENT 2'DE, MASRAFSIZ, BOŞ, 180 M² 3+1 (VİDEOLU)",180.0,3+1,2.845.000,Gürpınar,Adnan Kahveci Mah.
4339,Beylikdüzü barış mah.satilik 3+1 daire 165.000€,155.0,3+1,3.000.000,Kavaklı,Barış Mh.
4340,KESİNTİSİZ DENİZ VE BOĞAZ MANZARALI -ARA DAİRE-SİZE ÖZEL,150.0,3+1,4.690.000,Yakuplu,Marmara Mah.
4341,Satılık daire,75.0,2+1,1.260.000,Yakuplu,
4342,VİRA İSTANBUL 1+1 / SAHİBİNDEN - FOR SALE FROM THE OWNER,70.0,1+1,2.250.000,Kavaklı,Barış Mh.
4343,BEYLİKDÜZÜ ADNAN KAHVECİ MERKEZİ KONUMDA 3+1 SATILIK DAİRE,186.0,3+1,3.300.000,Gürpınar,Adnan Kahveci Mah.
4344,SATILIK 2+1 KAPALI MUTFAK DEMİR COUNTRY SİTESİ,125.0,2+1,3.925.000,Kavaklı,Kavaklı Mh.
4345,AİLEM GAYRİMENKUL'DEN MERKEZİ KONUMDA LÜX ARAKAT DAİRE,110.0,2+1,1.650.000,Yakuplu,
4346,"Beykent Üniversitesi Karşısı, E-5 Yakını Satılık 1+1 Daire",63.0,1+1,2.700.000,Gürpınar,Adnan Kahveci Mah.
4347,Barış Mahallesinde 3+1 Tadilatlı Deprem Sonrası Satılık Daire,150.0,3+1,2.650.000,Kavaklı,Barış Mh.
4348,KAMEROĞLU METROHOME 1+1 FIRSAT DAİRE Cumhuriyet Mah.,78.0,1+1,2.900.000,Kavaklı,Cumhuriyet Mah.
